root,translit,top_gloss,occurrences,n_ayahs,mean_pairwise,localization,hull_area,density,dist_from_global,n_clusters,spread_frac,dom_kmeans,dom_k_frac
وصل,w-s-l,Union,12,10,3.083,0.514,7.33,1.365,3.915,2,0.4,4,0.6
ركع,r-k-3,Bowing,13,10,6.773,1.128,47.19,0.212,1.378,2,0.5,4,0.4
دمو,d-m-w,Blood,10,10,3.235,0.539,10.68,0.937,4.304,1,0.3,4,0.7
قدس,q-d-s,Holiness,10,10,3.817,0.636,11.62,0.861,3.746,2,0.5,4,0.4
عون,3-w-n,Mature cow,11,10,3.189,0.531,10.47,0.955,2.456,2,0.5,6,0.4
غمم,gh-m-m,Grief,11,10,3.613,0.602,13.54,0.739,4.094,1,0.5,4,0.6
فرر,f-r-r,Lambs,11,10,3.934,0.655,14.25,0.702,1.242,1,0.6,7,0.4
ضحك,d-h-k,smiling,10,10,8.436,1.405,36.06,0.277,2.525,1,0.7,0,0.4
رهق,r-h-q,Suspected,10,10,10.037,1.672,26.1,0.383,3.794,1,0.6,0,0.4
زلف,z-l-f,Nearness,10,10,3.808,0.634,16.24,0.616,0.693,1,0.7,1,0.3
نيل,n-y-l,Acquisition,12,10,2.186,0.364,5.58,1.793,4.471,2,0.4,4,0.6
ضيع,d-y-3,More perishing,10,10,2.606,0.434,6.29,1.59,4.289,2,0.5,4,0.5
سبب,s-b-b,Caused,11,10,7.247,1.207,48.64,0.206,0.078,0,1.0,4,0.3
زيل,z-y-l,Thigh width,10,10,3.0,0.5,7.77,1.287,4.063,1,0.4,4,0.6
عزل,3-z-l,Aloofness,10,10,4.026,0.671,11.69,0.855,3.426,1,0.5,4,0.5
نقص,n-q-s,Decreased,10,10,7.494,1.248,37.53,0.266,1.339,1,0.5,4,0.5
يمم,y-m-m,To perform dry ablution,11,10,3.705,0.617,8.76,1.142,4.074,1,0.4,4,0.6
خبث,kh-b-th,Evil,16,10,2.098,0.349,7.77,1.287,4.736,1,0.2,4,0.7
كفل,k-f-l,Buttocks,10,10,3.971,0.661,11.67,0.857,3.213,1,0.4,4,0.6
غيظ,gh-y-z,to enrage,11,10,3.568,0.594,12.94,0.773,3.076,2,0.6,4,0.4
جور,j-w-r,,13,10,3.041,0.507,7.29,1.372,3.527,2,0.5,6,0.6
جبر,j-b-r,unavenged,10,10,3.742,0.623,13.35,0.749,1.705,3,0.6,7,0.3
حيق,h-y-q,,10,10,2.591,0.432,3.38,2.959,2.629,2,0.3,0,0.7
قهر,q-h-r,Omnipotent,10,10,6.974,1.162,50.84,0.197,0.766,1,0.6,6,0.4
جدد,j-d-d,,10,10,6.493,1.082,44.12,0.227,0.838,1,0.4,1,0.5
فضض,f-d-d,Broke it,9,9,4.091,0.682,12.1,0.744,3.037,1,0.444,4,0.556
حلي,h-l-a,Adornment,9,9,2.881,0.48,8.62,1.043,4.2,2,0.556,4,0.667
فرج,f-r-j,Relief,9,9,4.794,0.799,24.1,0.373,1.97,0,1.0,4,0.333
شبه,sh-b-h,Similarity,12,9,2.09,0.348,5.4,1.667,5.247,1,0.111,4,0.889
نقض,n-q-d,Refuted,9,9,2.906,0.484,3.65,2.463,4.078,1,0.333,4,0.667
نوم,n-w-m,,9,9,10.111,1.684,35.54,0.253,0.645,1,0.556,4,0.444
ذبح,dh-b-h,slaughtered,9,9,6.096,1.015,16.16,0.557,3.432,1,0.222,4,0.778
عبر,3-b-r,Crossed,9,9,3.579,0.596,8.83,1.019,3.645,2,0.444,4,0.556
رعي,r-3-a,Pasture,10,9,7.547,1.257,35.07,0.257,0.387,2,0.556,4,0.333
برز,b-r-z,emerge,9,9,4.529,0.754,17.63,0.511,2.149,1,0.667,4,0.333
رجز,r-j-z,Rhyme,10,9,3.601,0.6,16.17,0.557,1.934,1,0.556,1,0.556
صحف,s-h-f,Plate,9,9,5.16,0.86,30.61,0.294,2.562,1,0.444,7,0.333
بقر,b-q-r,Split,9,9,2.778,0.463,4.99,1.803,4.925,1,0.333,4,0.778
حرق,h-r-q,Fire,9,9,2.616,0.436,4.39,2.051,3.29,2,0.444,0,0.444
بثث,b-th-th,Dispersed,9,9,4.221,0.703,9.75,0.923,2.07,1,0.667,4,0.333
عكف,3-k-f,Devoted,9,9,3.305,0.551,4.42,2.038,4.086,2,0.333,4,0.667
سود,s-w-d,Master,10,9,3.549,0.591,10.41,0.865,3.492,2,0.556,4,0.556
عزم,3-z-m,Determination,9,9,7.14,1.189,31.22,0.288,1.685,2,0.556,4,0.444
فاي,f-a-a,,11,9,3.056,0.509,8.87,1.015,4.362,1,0.333,4,0.667
دفع,d-f-3,Compelled,10,9,4.093,0.682,7.4,1.217,3.312,1,0.444,4,0.556
خيل,kh-y-l,Horses,9,9,7.173,1.195,27.65,0.326,2.032,1,0.444,4,0.556
ولج,w-l-j,,14,9,2.516,0.419,4.32,2.085,4.568,2,0.556,4,0.667
دوم,d-w-m,to last,9,9,3.764,0.627,15.77,0.571,2.962,2,0.667,4,0.444
عوج,3-w-j,crooked,9,9,2.897,0.483,9.75,0.923,2.155,1,0.556,6,0.556
صعد,s-3-d,High ground,9,9,6.926,1.154,8.51,1.058,2.144,1,0.444,4,0.556
ملو,,,10,9,2.305,0.384,6.43,1.401,0.78,1,0.222,0,0.556
جلد,j-l-d,,13,9,6.443,1.073,18.55,0.485,2.717,1,0.222,4,0.778
غنم,gh-n-m,gained,9,9,3.237,0.539,10.81,0.833,3.904,1,0.444,4,0.556
مطر,m-T-r,Rain,15,9,3.155,0.526,6.02,1.496,1.753,1,0.222,1,0.667
خوض,kh-w-d,Wallowed,12,9,4.092,0.682,9.97,0.902,2.771,1,0.556,4,0.444
سفل,s-f-l,Lower,10,9,7.103,1.183,26.32,0.342,0.899,1,0.556,1,0.444
رجس,r-j-s,Uncleanness,10,9,2.18,0.363,5.19,1.736,4.836,1,0.222,4,0.667
وقر,w-q-r,,9,9,6.878,1.146,38.99,0.231,1.779,1,0.444,4,0.444
عتو,3-t-w,Fierce,10,9,2.401,0.4,7.64,1.178,1.274,1,0.667,1,0.333
عنق,3-n-q,Neck,9,9,4.163,0.694,15.6,0.577,1.917,1,0.667,4,0.333
ورد,w-r-d,,11,9,6.821,1.136,44.48,0.202,0.987,1,0.667,0,0.222
عرج,3-r-j,Lame,9,9,4.322,0.72,19.87,0.453,2.881,1,0.556,4,0.333
ختم,kh-t-m,Seal,8,8,7.936,1.322,36.74,0.218,0.25,1,0.625,4,0.375
خضر,kh-d-r,Green,8,8,3.669,0.611,13.92,0.575,3.588,1,0.625,4,0.5
تجر,t-j-r,Trafficked,9,8,2.288,0.381,3.09,2.587,4.634,2,0.375,4,0.625
عيش,3-y-sh,Sustenance,8,8,4.13,0.688,12.28,0.651,0.728,1,0.625,7,0.375
هبط,h-b-T,to lower,8,8,7.618,1.269,26.12,0.306,1.722,1,0.375,4,0.625
قبر,q-b-r,Buried,8,8,9.881,1.646,33.35,0.24,3.06,0,1.0,6,0.375
غبر,gh-b-r,side,8,8,6.412,1.068,38.9,0.206,2.067,1,0.5,1,0.5
حجب,h-j-b,Veil,8,8,3.456,0.576,11.74,0.682,2.562,1,0.625,1,0.375
بطش,b-T-sh,Might,10,8,4.053,0.675,17.47,0.458,1.023,1,0.5,1,0.5
صلب,s-l-b,one,8,8,3.444,0.574,5.67,1.412,4.699,1,0.25,4,0.75
برهن,b-r-h-n,Proved,8,8,3.232,0.538,11.15,0.718,3.568,1,0.625,4,0.375
ضرع,d-r-3,Supplication,8,8,2.755,0.459,10.2,0.784,1.473,1,0.5,0,0.375
سري,s-r-a,prisoners,8,8,3.803,0.633,11.43,0.7,1.616,0,1.0,3,0.25
رغب,r-gh-b,Desire,8,8,3.839,0.64,17.41,0.46,3.901,1,0.5,4,0.625
عقر,3-q-r,Wounding,8,8,8.723,1.453,31.34,0.255,3.36,1,0.5,6,0.375
فيض,f-y-d,Overflowed,9,8,2.021,0.337,4.98,1.608,4.863,1,0.25,4,0.75
كلف,k-l-f,,8,8,3.541,0.59,5.59,1.43,4.261,1,0.375,4,0.625
بهت,b-h-t,Dumbfounded,8,8,7.585,1.264,22.89,0.349,0.975,2,0.625,4,0.375
سلف,s-l-f,Passed away,8,8,3.841,0.64,7.86,1.018,2.974,2,0.5,4,0.375
زيغ,z-y-gh,deviated,9,8,7.466,1.244,38.65,0.207,1.453,2,0.5,4,0.5
همم,h-m-m,Intention,9,8,1.775,0.296,3.35,2.388,5.447,1,0.125,4,0.875
خمس,kh-m-s,He made it five.,8,8,3.655,0.609,15.88,0.504,3.296,1,0.625,4,0.375
وهن,w-h-n,Weakened,9,8,3.071,0.512,7.08,1.13,3.064,0,1.0,6,0.375
فرط,f-r-T,Precede,8,8,2.631,0.438,4.6,1.741,4.263,1,0.375,4,0.625
سقط,s-q-T,Fell,8,8,3.271,0.545,4.52,1.769,2.749,2,0.625,4,0.375
لطف,l-T-f,Gentle,8,8,3.224,0.537,5.32,1.505,3.547,2,0.375,6,0.5
دلل,d-l-l,Directed,8,8,3.591,0.598,13.51,0.592,3.249,1,0.625,6,0.5
ستت,s-t-t,Accused,8,8,2.85,0.475,14.71,0.544,4.63,1,0.25,4,0.75
دمر,d-m-r,perished,10,8,3.588,0.598,6.1,1.311,2.055,1,0.625,1,0.375
ترف,t-r-f,Natural protuberance,8,8,3.454,0.575,5.75,1.392,2.287,2,0.5,1,0.375
خسف,kh-s-f,Sank,8,8,7.616,1.269,46.53,0.172,0.946,1,0.625,4,0.375
قذف,q-dh-f,Vulgarity,9,8,3.393,0.565,12.09,0.662,3.027,2,0.625,0,0.375
عمه,3-m-h,,7,7,2.524,0.42,6.34,1.104,1.404,1,0.571,1,0.429
رمي,r-m-a,throwing,9,7,4.135,0.689,7.42,0.943,2.59,1,0.571,4,0.429
سبت,s-b-t,Rested,9,7,8.461,1.409,43.63,0.16,0.852,1,0.571,4,0.429
رجف,r-j-f,quake,8,7,3.903,0.65,10.64,0.658,2.021,1,0.571,0,0.571
ضحو,d-h-w,Forenoon,7,7,8.65,1.441,13.36,0.524,5.572,1,0.571,0,0.286
لون,l-w-n,colored,9,7,3.366,0.561,10.04,0.697,3.661,1,0.571,4,0.571
صفح,s-f-h,Broadening,8,7,8.511,1.418,21.17,0.331,1.125,1,0.429,4,0.571
عمد,3-m-d,pillar,7,7,8.728,1.454,35.58,0.197,1.371,1,0.429,4,0.571
نوق,n-w-q,She-camel,7,7,3.784,0.63,13.14,0.533,2.256,0,1.0,1,0.286
بخل,b-kh-l,Stingy,12,7,8.658,1.442,34.7,0.202,0.271,0,1.0,4,0.429
خمر,kh-m-r,Veil,7,7,0.76,0.127,0.49,14.292,6.119,1,0.0,4,0.857
عقد,3-q-d,Knot,7,7,4.367,0.727,7.64,0.916,4.017,1,0.286,4,0.714
نصف,n-s-f,,7,7,2.764,0.46,1.01,6.91,5.479,1,0.143,4,0.857
قرض,q-r-d,Criticism,13,7,2.358,0.393,1.89,3.712,4.4,2,0.429,6,0.571
قبض,q-b-d,seized,9,7,3.497,0.582,9.52,0.735,2.997,1,0.571,4,0.429
ماي,m-a-a,mewed,10,7,11.602,1.933,8.51,0.823,1.082,1,0.286,4,0.714
عوم,3-w-m,Year,9,7,3.966,0.661,10.72,0.653,3.655,1,0.429,4,0.429
وبل,w-b-l,evil result,8,7,8.481,1.413,28.28,0.248,1.193,1,0.571,4,0.429
بخس,b-kh-s,Deficient,7,7,2.951,0.492,3.31,2.117,2.971,1,0.286,0,0.571
حظظ,h-z-z,Fortune,7,7,1.893,0.315,2.98,2.348,5.527,1,0.143,4,0.857
اسو,a-s-w,Example,7,7,2.985,0.497,6.33,1.106,2.869,1,0.571,6,0.714
ندم,n-d-m,,7,7,7.982,1.33,31.92,0.219,1.678,1,0.286,4,0.571
سرق,s-r-q,Silk piece,9,7,3.849,0.641,14.45,0.484,2.238,0,1.0,6,0.429
كنز,k-n-z,Concealed,9,7,7.708,1.284,27.48,0.255,2.279,1,0.286,4,0.714
بكي,b-k-a,Cried,7,7,11.988,1.997,42.44,0.165,6.321,1,0.571,0,0.286
مكث,m-k-th,Tarry,7,7,8.91,1.484,43.99,0.159,0.927,0,1.0,1,0.286
كاس,k-a-s,Grasshopper,6,6,9.388,1.564,11.57,0.519,5.77,0,1.0,0,0.333
لالا,,,6,6,3.292,0.548,1.12,5.337,0.605,0,1.0,0,0.5
اسر,a-s-r,captive,6,6,3.599,0.599,8.11,0.74,3.514,0,1.0,4,0.5
ضوا,d-w-a,Light,6,6,3.468,0.578,4.39,1.366,4.106,1,0.333,4,0.5
عصف,3-s-f,Herb,7,6,9.193,1.531,37.11,0.162,1.33,0,1.0,4,0.333
بكم,b-k-m,Dumb,6,6,9.192,1.531,39.66,0.151,0.606,0,1.0,4,0.333
برق,b-r-q,Shone,6,6,8.63,1.438,38.83,0.155,1.676,1,0.333,4,0.667
خطف,kh-T-f,snatched,7,6,2.86,0.476,5.22,1.149,4.574,1,0.167,4,0.833
فرش,f-r-sh,Spread,6,6,8.817,1.469,19.25,0.312,2.433,0,1.0,7,0.333
ندد,n-d-d,,6,6,3.014,0.502,10.53,0.57,4.577,1,0.333,4,0.667
رصد,r-s-d,Ambush,6,6,4.411,0.735,13.76,0.436,2.012,0,1.0,4,0.333
كرر,k-r-r,Body,6,6,2.974,0.495,6.55,0.916,1.279,0,1.0,0,0.333
زيت,z-y-t,Olive,7,6,9.638,1.605,25.29,0.237,0.526,1,0.5,4,0.5
قسو,,,7,6,2.66,0.443,4.82,1.246,4.307,1,0.333,4,0.667
حرف,h-r-f,Distorted,6,6,1.936,0.322,1.79,3.35,5.015,1,0.167,4,0.833
برج,b-r-j,,7,6,5.259,0.876,22.56,0.266,3.155,1,0.5,4,0.5
لوح,l-w-h,Waved,6,6,9.814,1.635,34.51,0.174,1.264,0,1.0,4,0.333
نسك,n-s-k,Worshipped,7,6,3.171,0.528,1.95,3.072,3.842,2,0.5,4,0.5
ردي,r-d-a,overthrown,6,6,4.184,0.697,2.99,2.003,2.444,0,1.0,4,0.333
ثقف,th-q-f,Covetousness,6,6,3.408,0.568,5.28,1.136,3.825,1,0.5,0,0.5
حصر,h-s-r,restricted,6,6,2.584,0.43,3.21,1.872,5.171,1,0.167,4,0.833
خلط,kh-l-T,mixed,6,6,1.61,0.268,2.28,2.628,5.796,1,0.167,4,0.833
فيا,f-y-a,Return,7,6,2.645,0.441,2.51,2.386,5.154,1,0.333,4,0.667
رضع,r-d-3,Suckled,11,6,2.571,0.428,2.47,2.427,5.479,1,0.167,4,0.833
فرغ,f-r-gh,Poured out,6,6,7.635,1.272,11.86,0.506,1.804,1,0.5,1,0.5
حمر,h-m-r,Donkey,6,6,10.416,1.735,35.9,0.167,0.088,0,1.0,4,0.5
داب,d-a-b,Persevered,6,6,1.724,0.287,2.07,2.893,2.253,1,0.167,6,0.5
حسس,h-s-s,Sought information,6,6,9.438,1.572,21.02,0.285,0.989,0,1.0,4,0.333
درس,d-r-s,Studied,6,6,8.881,1.479,11.86,0.506,1.361,1,0.5,1,0.333
حبل,h-b-l,Rope,7,6,9.999,1.666,30.49,0.197,1.144,0,1.0,4,0.333
صرر,s-r-r,Creaked,6,6,3.757,0.626,6.83,0.879,2.911,0,1.0,4,0.333
كظم,k-z-m,,6,6,1.537,0.256,2.8,2.14,1.114,1,0.167,0,0.667
لحق,l-h-q,,6,6,3.631,0.605,10.73,0.559,3.233,1,0.5,4,0.5
خول,kh-w-l,Dependents,8,6,0.564,0.094,0.24,24.655,6.549,1,0.0,4,1.0
فخر,f-kh-r,Proud,6,6,4.125,0.687,12.42,0.483,2.703,0,1.0,4,0.333
سكر,s-k-r,Sugary,7,6,3.991,0.665,9.08,0.661,2.08,0,1.0,0,0.333
علق,3-l-q,He hung,7,6,9.546,1.59,26.01,0.231,1.423,1,0.333,4,0.667
حبر,h-b-r,,6,6,2.539,0.423,2.75,2.178,4.156,1,0.5,4,0.5
قصد,q-s-d,Intended,6,6,2.749,0.458,1.23,4.881,4.164,1,0.333,4,0.667
ذرا,dh-r-a,Created,6,6,3.644,0.607,7.66,0.783,3.946,1,0.5,4,0.5
حصد,h-s-d,Harvest,6,6,3.961,0.66,6.65,0.902,2.204,1,0.5,0,0.333
نكث,n-k-th,Undid,7,6,3.02,0.503,2.79,2.152,4.051,1,0.333,4,0.667
لحد,l-h-d,Refuge,6,6,3.083,0.514,6.57,0.913,2.474,1,0.5,6,0.5
شفي,sh-f-a,,6,6,9.137,1.522,28.85,0.208,0.501,0,1.0,4,0.333
غرم,gh-r-m,Jih,6,6,2.986,0.497,6.85,0.875,2.172,1,0.5,0,0.333
موج,m-w-j,Wave,7,6,3.736,0.622,5.52,1.087,3.998,1,0.333,4,0.667
ضيف,d-y-f,Host,6,6,12.66,2.109,25.57,0.235,4.02,0,1.0,2,0.333
قمص,q-m-s,Shirt,6,6,9.283,1.546,39.97,0.15,1.102,0,1.0,0,0.333
بضع,b-d-3,Cut,7,6,2.932,0.488,2.9,2.072,2.81,1,0.333,0,0.333
قنط,q-n-T,Despair,6,6,2.598,0.433,7.67,0.782,1.597,0,1.0,6,0.5
تسع,t-s-3,Nine,7,6,13.612,2.267,18.93,0.317,6.878,0,1.0,2,0.333
كهف,,,6,6,12.623,2.103,16.97,0.353,3.924,0,1.0,1,0.333
زور,z-w-r,Hump,6,6,4.096,0.682,5.8,1.034,3.394,1,0.5,4,0.5
فزع,f-z-3,Frightened,6,6,2.977,0.496,7.13,0.841,2.839,0,1.0,0,0.333
مرج,m-r-j,pasture,6,6,7.435,1.239,34.47,0.174,2.966,1,0.5,7,0.5
حطم,h-T-m,broke,6,6,9.908,1.65,43.25,0.139,0.42,1,0.5,4,0.5
طمس,T-m-s,,5,5,11.412,1.901,40.69,0.123,1.831,0,1.0,4,0.4
صفر,s-f-r,Yellow,5,5,5.036,0.839,12.97,0.386,2.123,0,1.0,4,0.4
عصر,3-s-r,Whirlwind,5,5,10.451,1.741,19.24,0.26,0.924,0,1.0,4,0.4
فوج,f-w-j,Group,5,5,2.524,0.42,5.71,0.876,1.202,0,1.0,0,0.4
برد,b-r-d,became cold,5,5,12.748,2.123,25.27,0.198,6.02,0,1.0,2,0.4
زجر,z-j-r,He chid him,6,5,2.445,0.407,1.96,2.548,0.702,0,1.0,7,0.6
نكل,n-k-l,To be discontented,5,5,4.059,0.676,12.43,0.402,1.284,0,1.0,1,0.2
عثو,3-th-w,,5,5,3.143,0.524,3.44,1.454,3.264,1,0.4,0,0.4
مصر,m-s-r,Egypt,5,5,10.783,1.796,13.44,0.372,1.322,1,0.4,4,0.6
قتر,q-t-r,Droplet,5,5,9.825,1.637,23.82,0.21,0.57,0,1.0,6,0.4
ثور,th-w-r,,5,5,10.493,1.748,50.18,0.1,0.737,1,0.4,4,0.6
درا,d-r-a,,5,5,2.058,0.343,3.03,1.649,2.781,1,0.4,0,0.6
كوكب,k-w-k-b,Summary,5,5,9.867,1.644,33.0,0.152,1.58,0,1.0,6,0.4
ارك,a-r-k,,5,5,11.543,1.923,17.28,0.289,5.527,0,1.0,0,0.4
حرص,h-r-s,Greediness,5,5,3.548,0.591,5.08,0.985,3.372,0,1.0,4,0.4
صدع,s-d-3,Splitting,5,5,9.932,1.654,39.73,0.126,2.497,0,1.0,0,0.2
مهل,m-h-l,Gentleness,6,5,10.016,1.668,43.45,0.115,2.159,0,1.0,0,0.2
حمي,h-m-a,Massive stone,6,5,12.903,2.149,5.46,0.916,3.308,1,0.4,4,0.6
جوع,j-w-3,,5,5,3.759,0.626,9.13,0.548,0.985,1,0.4,0,0.2
جلو,j-l-w,,5,5,5.472,0.911,6.39,0.782,2.131,0,1.0,4,0.4
خيب,kh-y-b,Failed,5,5,2.171,0.362,0.83,6.009,0.58,0,1.0,0,0.6
شتت,sh-t-t,various,5,5,4.977,0.829,8.63,0.579,3.486,0,1.0,4,0.6
سبط,s-b-T,,5,5,0.348,0.058,0.08,65.304,6.188,1,0.0,4,1.0
وسط,w-s-T,,5,5,10.263,1.71,19.47,0.257,0.478,0,1.0,4,0.4
خنزر,kh-n-z-r,,5,5,0.739,0.123,0.45,11.211,6.099,1,0.0,4,1.0
هلل,h-l-l,,5,5,0.708,0.118,0.23,21.962,6.265,1,0.0,4,1.0
ادي,a-d-a,Delivery,6,5,2.614,0.435,2.7,1.852,4.983,1,0.2,4,0.8
كمل,k-m-l,Complete,5,5,2.398,0.4,1.61,3.111,5.566,1,0.2,4,0.8
عنت,3-n-t,Fell into hardship,5,5,2.291,0.382,1.08,4.626,5.357,1,0.2,4,0.8
بعل,b-3-l,married,7,5,11.061,1.843,24.64,0.203,0.943,1,0.4,4,0.6
سرح,s-r-h,Dismissed,7,5,10.166,1.693,12.4,0.403,1.592,1,0.2,4,0.6
كسو,k-s-w,,5,5,2.479,0.413,2.7,1.852,5.626,1,0.2,4,0.8
غرف,gh-r-f,towards,7,5,1.829,0.305,0.69,7.275,4.625,1,0.4,4,0.4
جوز,j-w-z,,5,5,3.331,0.555,4.58,1.092,4.463,1,0.4,4,0.6
خوي,kh-w-a,Calamity,5,5,4.013,0.668,7.0,0.715,3.312,0,1.0,4,0.4
لوي,l-w-a,,5,5,1.725,0.287,1.59,3.149,5.309,1,0.2,4,0.8
نقذ,n-q-dh,Rescued,5,5,3.854,0.642,5.57,0.898,3.268,0,1.0,4,0.4
بغض,b-gh-d,Detestability,5,5,0.794,0.132,0.5,9.926,6.205,1,0.0,4,1.0
رعب,r-3-b,to fear,5,5,1.901,0.317,1.79,2.792,5.109,1,0.2,4,0.8
فوت,f-w-t,Loss,5,5,3.298,0.549,7.41,0.675,3.312,0,1.0,4,0.4
لين,l-y-n,Tender,5,5,4.174,0.695,8.44,0.592,2.694,0,1.0,4,0.4
ربط,r-b-T,Tied,5,5,3.468,0.578,6.59,0.759,3.946,0,1.0,1,0.4
سدد,s-d-d,Closed,6,5,9.524,1.586,23.48,0.213,1.646,0,1.0,0,0.2
مقت,m-q-t,to disdain,6,5,3.222,0.537,3.46,1.445,3.205,0,1.0,4,0.4
لمس,l-m-s,to seek,5,5,4.348,0.724,5.13,0.974,3.909,1,0.4,4,0.6
رفق,r-f-q,Elbow rest,5,5,1.263,0.21,1.09,4.584,5.705,1,0.0,4,1.0
مرد,m-r-d,soaked,5,5,3.958,0.659,1.93,2.593,2.984,0,1.0,4,0.4
حيص,h-y-s,Refuge,5,5,3.283,0.547,4.38,1.142,1.985,0,1.0,0,0.6
صيد,s-y-d,Child,6,5,0.978,0.163,0.65,7.7,6.011,1,0.0,4,1.0
شرع,sh-r-3,Legislated,5,5,2.733,0.455,0.81,6.181,4.909,1,0.2,4,0.8
ميد,m-y-d,Table,5,5,4.377,0.729,12.48,0.401,4.094,0,1.0,4,0.4
بلس,b-l-s,,5,5,3.071,0.512,3.96,1.261,1.058,1,0.4,0,0.4
صنم,s-n-m,,5,5,3.172,0.528,7.11,0.703,1.477,1,0.4,1,0.4
فرد,f-r-d,Single,5,5,10.748,1.79,33.05,0.151,1.238,0,1.0,4,0.4
خرص,kh-r-s,,5,5,4.215,0.702,7.35,0.68,2.501,0,1.0,4,0.4
شرح,sh-r-h,explained,5,5,10.243,1.706,28.5,0.175,0.457,1,0.4,4,0.6
وسوس,,,5,5,10.461,1.743,29.82,0.168,2.534,0,1.0,7,0.4
جثم,j-th-m,,5,5,1.427,0.238,0.6,8.331,2.41,1,0.2,0,0.8
اسف,a-s-f,Grieved,5,5,4.064,0.677,6.27,0.797,2.962,0,1.0,4,0.4
حوت,h-w-t,Fish,5,5,10.569,1.761,36.97,0.135,0.606,0,1.0,4,0.4
وجل,,,5,5,2.459,0.41,3.03,1.65,2.009,0,1.0,1,0.4
مضي,m-d-a,Advanced,5,5,8.416,1.402,15.87,0.315,2.868,0,1.0,6,0.4
قصو,,,5,5,10.596,1.765,7.49,0.667,0.7,1,0.4,4,0.6
ذمم,dh-m-m,Blameworthy,5,5,3.211,0.535,7.9,0.633,2.132,0,1.0,6,0.4
وطا,w-T-a,,6,5,3.174,0.529,2.05,2.433,4.257,1,0.4,4,0.6
لزم,l-z-m,Most preservative,5,5,4.032,0.672,10.5,0.476,2.971,0,1.0,4,0.4
عصب,3-s-b,faction,5,5,3.709,0.618,4.98,1.003,2.808,1,0.4,1,0.6
قدد,q-d-d,indeed,5,5,3.696,0.616,11.86,0.422,2.453,0,1.0,0,0.4
قرع,q-r-3,competed,5,5,12.73,2.121,49.6,0.101,5.487,0,1.0,5,0.4
بور,b-w-r,bad,5,5,2.254,0.375,1.08,4.633,4.072,1,0.4,4,0.6
قطر,q-T-r,To drip,5,5,3.154,0.525,7.43,0.673,3.283,0,1.0,0,0.4
شهب,sh-h-b,Star,5,5,2.354,0.392,3.99,1.252,0.2,0,1.0,0,0.4
زني,z-n-a,fornicator,9,5,2.955,0.492,2.04,2.447,4.121,1,0.4,4,0.6
صوت,s-w-t,Swiftly,8,5,3.06,0.51,3.48,1.436,3.498,0,1.0,4,0.4
حصب,h-s-b,Pelter,5,5,3.017,0.503,7.03,0.711,1.919,1,0.4,6,0.4
كسف,k-s-f,,5,5,3.935,0.655,4.02,1.244,2.372,1,0.4,4,0.4
هزز,h-z-z,Shake,5,5,1.702,0.283,1.72,2.913,5.511,1,0.2,4,0.8
وزع,w-z-3,,5,5,4.78,0.796,13.15,0.38,3.015,0,1.0,4,0.4
كوب,k-w-b,,4,4,1.496,0.249,0.52,7.645,1.367,1,0.25,0,0.5
مهن,m-h-n,Contemptible,4,4,1.145,0.191,0.61,6.581,0.953,1,0.25,1,0.5
هنا,h-n-a,,4,4,12.025,2.003,7.22,0.554,8.291,0,1.0,0,0.5
سرج,s-r-j,Lamp,4,4,3.171,0.528,4.97,0.805,1.344,0,1.0,0,0.25
سرب,s-r-b,Mirage,4,4,4.439,0.739,6.95,0.575,1.676,0,1.0,0,0.25
غسق,gh-s-q,ichor,4,4,1.98,0.33,1.28,3.133,1.665,1,0.25,7,0.75
وفق,w-f-q,Success,4,4,11.785,1.963,8.06,0.496,0.78,0,1.0,4,0.5
زلل,z-l-l,to make smooth,4,4,2.575,0.429,0.46,8.755,4.634,1,0.25,4,0.75
كعب,k-3-b,Rudeness,4,4,11.666,1.943,12.51,0.32,1.186,1,0.25,4,0.75
طوي,T-w-a,wallet,5,4,3.991,0.665,9.19,0.435,1.428,0,1.0,3,0.5
صبب,s-b-b,Poured,5,4,1.987,0.331,0.73,5.508,1.479,1,0.25,0,0.25
خسا,kh-s-a,despicable,4,4,1.212,0.202,0.89,4.503,0.725,1,0.25,0,0.5
شان,sh-a-n,Affair,4,4,4.652,0.775,7.72,0.518,3.066,0,1.0,4,0.5
قفو,q-f-w,cure,5,4,3.36,0.56,0.24,16.58,5.077,1,0.25,4,0.75
ثبر,th-b-r,He drew it,5,4,9.604,1.6,15.61,0.256,3.302,0,1.0,0,0.5
وعي,w-3-a,receptacle,7,4,14.776,2.461,35.1,0.114,6.469,0,1.0,2,0.25
مجد,m-j-d,Glorious,4,4,11.228,1.87,3.07,1.304,7.978,0,1.0,5,0.5
خصص,kh-s-s,Particular,4,4,2.715,0.452,3.28,1.219,3.898,0,1.0,4,0.5
نسخ,n-s-kh,,4,4,3.723,0.62,6.97,0.574,2.52,0,1.0,6,0.5
حسد,h-s-d,envied,5,4,4.274,0.712,1.33,3.001,3.715,1,0.25,4,0.75
هات,,,4,4,3.596,0.599,8.42,0.475,3.018,0,1.0,0,0.25
سمن,s-m-n,Fat,4,4,13.224,2.203,31.77,0.126,1.344,0,1.0,4,0.5
بدع,b-d-3,Innovative,4,4,3.547,0.591,1.04,3.838,3.694,0,1.0,4,0.5
لمم,l-m-m,not,4,4,4.291,0.715,3.1,1.292,3.164,0,1.0,4,0.5
